,population,numbUrban,perCapInc,whitePerCap,NumUnderPov,NumKidsBornNeverMar,PctKidsBornNeverMar,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,HousVacant,PctHousOwnOcc,NumInShelters,NumStreet,ViolentCrimesPerPop
0,0.0002700832909519092,0.0016360389612163169,0.4214931542237148,0.3906876203098867,0.00010758775261459838,5.8761422936289345e-05,0.01316270566727605,0.4843205574912891,0.4056603773584904,0.930620573760653,0.005720053835800806,0.00016210082671421627,0.9311817154338817,0.0004704272334602063,0.0,41.02
1,0.001793900056054249,0.0031577736978468194,0.25679841556875915,0.23224147180409607,0.0005827068212079286,8.150778020194968e-05,0.008775137111517381,0.42508710801393723,0.12893081761006284,0.9014524066738687,0.016150740242261097,0.0011810203089178632,0.8542006781363807,0.0,0.0,127.56
2,0.0026446282347944135,0.004007339505670417,0.2016533195556704,0.1835179399791726,0.000946627809917713,0.000310866882630692,0.032175502742230355,0.37630662020905914,0.160377358490566,0.6031688872884409,0.03331090174966352,0.0029409721418150675,0.5140022604546025,0.0006842577941239365,0.0,218.59
3,0.0009095311230993145,0.0,0.09597864462240592,0.08578686610495756,0.0019878461942818195,0.0010633922021696233,0.14040219378427787,0.3135888501742159,0.20440251572327042,0.5311487216420598,0.019515477792732168,0.0036646365467892473,0.47758382519151066,0.0,0.0,306.64
4,0.00016957128140778106,0.0,0.05590286747610437,0.055808009088327185,0.0020051757651727616,0.000762002968399623,0.17184643510054845,0.32752613240418105,0.17924528301886788,0.5305485535950066,0.04862045760430686,0.001719426626218653,0.4610071581062413,8.553222426549174e-05,0.0,589.0789217652964
5,0.017844505596467667,0.019186448899593093,0.1143718246792388,0.10345861339897126,0.01671220492795231,0.002864145485701071,0.05776965265082268,0.2648083623693379,0.19182389937106917,0.5267074780938663,0.03465679676985195,0.029427089363870042,0.4852442546778852,0.013984518667407948,0.0003828850387671103,442.95
6,0.0025565605692890823,0.00391939216919101,0.2231292517006803,0.20202593960049228,0.0007567245955711396,0.0004985243300723906,0.04314442413162706,0.44599303135888496,0.1698113207547169,0.6084503661025088,0.02388963660834454,0.0030683370770905223,0.5035790531206832,0.0,0.0,226.63
7,0.006762885605435799,0.008118604357708583,0.1192456729527254,0.11245227050396038,0.007395394377709551,0.0044886145004236514,0.1703839122486289,0.2822299651567943,0.2264150943396226,0.6164926179330213,0.03112382234185733,0.011665470208183776,0.589727489639583,0.0008980883547876663,0.0,439.73
8,0.00876656174671548,0.010121454725421314,0.14323602858865064,0.13025024456435988,0.006877673447342655,0.001423542858875913,0.05996343692870201,0.40418118466898945,0.11320754716981124,0.5220261673268516,0.027254374158815604,0.008834495055924787,0.3923144543513751,0.005345764016593252,0.0014358188953766634,115.31
9,0.012797845460118681,0.01414668413959919,0.08538706621889262,0.10498911294139923,0.019993270349970685,0.006704488804053401,0.17221206581352835,0.29965156794425085,0.27987421383647787,0.3947905413515785,0.10245625841184386,0.03224648588564945,0.3723471053623006,0.0018389428217080786,0.0003828850387671103,1544.24
