,OwnOccLowQuart,RentLowQ,RentHighQ,RentQrange,state_AL,state_CA,state_DC,state_FL,state_GA,state_LA,state_MD,state_NC,state_NJ,state_SC,state_WI,ViolentCrimesPerPop
0,1.9083760353237942,2.463697590217517,2.37770234607633,1.3935757020874153,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,3.081822566559203,-0.11315001715940344,-0.1668599034465448,41.02
1,0.7141801274255027,0.9509214353796644,0.7264754730902581,0.09055160256422524,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,-0.3244833141437085,-0.11315001715940344,-0.1668599034465448,127.56
2,-0.20997147969176794,0.2778054398784181,-0.0364013800826383,-0.5550909692715896,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,-0.3244833141437085,-0.11315001715940344,-0.1668599034465448,218.59
3,-0.784565741909162,-0.936579088087748,-1.095394906526593,-0.9776933799277594,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,-0.3244833141437085,-0.11315001715940344,-0.1668599034465448,306.64
4,-0.8715800166052686,-0.8880037069691014,-0.8293917932492016,-0.43770141075598695,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,-0.3244833141437085,-0.11315001715940344,-0.1668599034465448,589.0789217652964
5,-0.7650625424083104,-0.7977922848916147,-0.8946378399021467,-0.7429142628965539,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,-0.3244833141437085,-0.11315001715940344,-0.1668599034465448,442.95
6,0.9962263971301244,0.9231640747404378,1.4893523262631545,1.9218287154076275,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,-0.3244833141437085,-0.11315001715940344,-0.1668599034465448,226.63
7,-0.9360905995696235,-0.999033149526008,-1.0150920798768146,-0.6842194836387526,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,-0.3244833141437085,-0.11315001715940344,-0.1668599034465448,439.73
8,-0.5130211950126912,-0.6173694407366415,-0.7039186266089227,-0.6020467926778307,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,-0.3244833141437085,-0.11315001715940344,-0.1668599034465448,115.31
9,-0.9015849389142708,-0.957397108567168,-0.7942593065899235,-0.23813916127946233,-0.14070331101691738,-0.3796202974656834,-0.021252557102111276,-0.20579830217101058,-0.130338261621858,-0.10015947156730634,-0.07380459041925613,-0.14562942670223925,-0.3244833141437085,-0.11315001715940344,-0.1668599034465448,1544.24
